id,allergen,name,language,source,category
,milch,Ricotta-Käse,de,USDA,
,gluten,angereichertes gebleichtes Weizenmehl,de,USDA,
,soja,Bagel,de,USDA,
,gluten,Bagel,de,USDA,
,gluten,Gekochte Makkaroni-Nudeln,de,USDA,
,ei,Gekochte Makkaroni-Nudeln,de,USDA,
,milch,weißer Cheddar-Käse,de,USDA,
,milch,Colby- und Monterey-Jack-Käse,de,USDA,
,milch,Salz 2 % oder weniger der Romano-Käsefeststoffe aus Kuhmilch,de,USDA,
,gluten,Angereicherte Nudeln,de,USDA,
,milch,frische kultivierte Buttermilch,de,USDA,
,erdnuss,Erdnussbutter,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,milch,dunkle Schokolade,de,USDA,
,milch,Rosmarin-Olivenöl-Gewürz,de,USDA,
,senf,gelber Senf,de,USDA,
,milch,Romano-Käse,de,USDA,
,milch,pasteurisierte Sahne und Zitronensäure,de,USDA,
,erdnuss,Erdnüsse: geröstete Erdnüsse,de,USDA,
,gluten,Getreide,de,USDA,
,milch,Butter,de,USDA,
,milch,kultivierte, pasteurisierte, teilentrahmte Bio-Milch",de
,soja,Sojalecithin,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,soja,Pflanzenöl .,de,USDA,
,milch,pasteurisierter Kuhrahm,de,USDA,
,milch,Käse: geriebener Parmesankäse,de,USDA,
,gluten,ungebleichtes angereichertes Weizenmehl,de,USDA,
,fisch,Wilder Alaska-Seelachs,de,USDA,
,gluten,harter roter Winterweizen,de,USDA,
,gluten,Graham-Krümel,de,USDA,
,milch,Vollmilch in Bio-Qualität,de,USDA,
,nüsse,Gehackte Bio-Mandeln,de,USDA,
,gluten,angereichertes ungebleichtes Weizenmehl,de,USDA,
,milch,Milch,de,USDA,
,gluten,Müsli,de,USDA,
,soja,Müsli,de,USDA,
,milch,Müsli,de,USDA,
,gluten,Obst in Saft,de,USDA,
,nüsse,Pflanzenöl,de,USDA,
,milch,pasteurisierte Bio-Milchmolke,de,USDA,
,milch,Feta-Käse,de,USDA,
,gluten,Brezeln,de,USDA,
,soja,Brezeln,de,USDA,
,gluten,Vollständig gekochte Panko-Hähnchenbrust mit Rippenfleisch,de,USDA,
,soja,Vollständig gekochte Panko-Hähnchenbrust mit Rippenfleisch,de,USDA,
,soja,Pflanzenöle,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,pasteurisiertes Büffelcreme-Meersalz,de,USDA,
,soja,Margarine,de,USDA,
,soja,Pflanzenöle,de,USDA,
,gluten,Knoblauchbrot,de,USDA,
,soja,Knoblauchbrot,de,USDA,
,senf,Süßes Gurkenrelish,de,USDA,
,sellerie,Süßes Gurkenrelish,de,USDA,
,sellerie,Sellerieblatt,de,USDA,
,milch,New Yorker Cheddar-Käse,de,USDA,
,gluten,Fladenbrot,de,USDA,
,sesam,Fladenbrot,de,USDA,
,erdnuss,Cashewnüsse,de,USDA,
,nüsse,Cashewnüsse,de,USDA,
,soja,Cashewnüsse,de,USDA,
,soja,Pflanzenöl,de,USDA,
,soja,pflanzliches Backfett,de,USDA,
,milch,Bio-Milchprotein,de,USDA,
,nüsse,Pekannüsse,de,USDA,
,sellerie,Bio-Sellerie- und Apfelsaftkonzentrate,de,USDA,
,soja,Pflanzenöl – Soja- und/oder Rapsöl,de,USDA,
,fisch,Bonito-Thunfisch,de,USDA,
,gluten,halbsüße Schokoladenstückchen,de,USDA,
,gluten,angereichertes gebleichtes und ungebleichtes Mehl,de,USDA,
,gluten,angereicherter Hartweizengrieß,de,USDA,
,gluten,Mehl mit hohem Glutengehalt,de,USDA,
,soja,weiße Beschichtung,de,USDA,
,sulfite,& Kaliummetabisulfit,de,USDA,
,fisch,Tintenfisch Loligo  / Calamar Loligo,de,USDA,
,krebstiere,Tintenfisch Loligo  / Calamar Loligo,de,USDA,
,soja,Pflanzenöl,de,USDA,
,gluten,kultivierte Bio-Weizenstärke,de,USDA,
,erdnuss,grüne gekochte Erdnüsse,de,USDA,
,milch,pasteurisierte Molke und Milch,de,USDA,
,soja,weniger als 2 % Pflanzenöl,de,USDA,
,milch,Bio fettarme pasteurisierte Milch,de,USDA,
,milch,Milchschokoladenbonbons,de,USDA,
,soja,Milchschokoladenbonbons,de,USDA,
,erdnuss,Erythrit-Erdnussmehl,de,USDA,
,sulfite,Schwefeldioxid,de,USDA,
,sulfite,Pflaumen,de,USDA,
,milch,Creme,de,USDA,
,fisch,raffiniertes Fischöl  modifizierte Kartoffelstärke,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,gluten,Keks: gebleichtes, angereichertes Weizenmehl ",de,USDA
,milch,Ultrafiltrierte Bio-Magermilch der Güteklasse A,de,USDA,
,milch,Sauerrahm,de,USDA,
,fisch,getrocknete Fischflocken,de,USDA,
,nüsse,geröstete, geschälte Sonnenblumenkerne .",de,USDA
,milch,Eiscreme mit reduziertem Fettgehalt,de,USDA,
,milch,2 % oder weniger Bio-Butter,de,USDA,
,ei,Mit Nisin-Zubereitung konservierte Eier,de,USDA,
,erdnuss,natürliche Aromen,de,USDA,
,soja,Gemüsebrühe,de,USDA,
,sellerie,Gemüsebrühe,de,USDA,
,ei,gezuckertes Eigelb,de,USDA,
,milch,Grade ein miak,de,USDA,
,fisch,Weißer Thunfisch  Salat,de,USDA,
,soja,teilweise gehärtetes Pflanzenöl,de,USDA,
,gluten,Weizenkuchenmehl,de,USDA,
,milch,pasteurisierte Milch der Güteklasse A,de,USDA,
,milch,Scharfer amerikanischer Käse,de,USDA,
,gluten,gebleichtes, angereichertes Mehl ",de,USDA
,gluten,gekeimte Bio-Weizenkörner,de,USDA,
,gluten,garniert mit Weizenkleie,de,USDA,
,milch,Halbsüße Schokoladentropfen,de,USDA,
,soja,Halbsüße Schokoladentropfen,de,USDA,
,krebstiere,Halbsüße Schokoladentropfen,de,USDA,
,erdnuss,Erdnussbutter,de,USDA,
,soja,Mit Bonbons überzogene Sojanüsse aus dunkler Schokolade,de,USDA,
,milch,Instant-Trockenmilch ohne Fett,de,USDA,
,soja,Gekochtes, mit Bulgogi gewürztes Rindfleisch ",de,USDA
,gluten,Gekochtes, mit Bulgogi gewürztes Rindfleisch ",de,USDA
,sesam,Gekochtes, mit Bulgogi gewürztes Rindfleisch ",de,USDA
,milch,importierter Pecorino Romano-Käse,de,USDA,
,milch,Cheddar-Clubkäse,de,USDA,
,nüsse,Bio-Mandelmehl,de,USDA,
,milch,Bio-Cheddar-Käse,de,USDA,
,milch,laktosereduzierte, fettfreie Milch",de,USDA
,fisch,wilder Rotlachs,de,USDA,
,fisch,Lachs,de,USDA,
,ei,Brownie,de,USDA,
,gluten,Brownie,de,USDA,
,soja,Brownie,de,USDA,
,milch,Fontina-Käse,de,USDA,
,milch,ungeräucherter Provolone-Käse,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,milch,weißer Fudge,de,USDA,
,soja,weißer Fudge,de,USDA,
,soja,Butterstabilisator,de,USDA,
,milch,Butterstabilisator,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,soja,und Sojalecithin,de,USDA,
,gluten,Semmelbrösel,de,USDA,
,soja,Pflanzenöl,de,USDA,
,erdnuss,Erdnussbutterflocken,de,USDA,
,milch,gehobelter Parmesan,de,USDA,
,ei,gehobelter Parmesan,de,USDA,
,soja,Emulgator,de,USDA,
,nüsse,dampfpasteurisierte Mandeln,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,milch,Schokoladenstückchen,de,USDA,
,milch,geriebener Parmesankäse,de,USDA,
,sulfite,Peperoncini-Paprika,de,USDA,
,soja,flüssiges und teilweise hydriertes Sojaöl,de,USDA,
,milch,weißer Stiltonkäse,de,USDA,
,milch,pasteurisierte fettfreie Milch,de,USDA,
,soja,dunkle Schokolade,de,USDA,
,milch,dunkle Schokolade,de,USDA,
,milch,Weiße Bio-Schokolade,de,USDA,
,gluten,gebleichtes, angereichertes Mehl ",de,USDA
,ei,flüssiges Eigelb,de,USDA,
,nüsse,sizilianische Pistazien,de,USDA,
,soja,Raps- und/oder Sojaöl mit Zitronensäure und TBHQ zur Erhaltung der Frische,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,milch,Frischkäse,de,USDA,
,erdnuss,Erdnussbuttertropfen,de,USDA,
,milch,Erdnussbuttertropfen,de,USDA,
,soja,Erdnussbuttertropfen,de,USDA,
,sulfite,getrocknete Birnen,de,USDA,
,soja,weniger als 2 % von: Sojalecithin,de,USDA,
,milch,Teilentrahmter Mozzarellakäse mit niedrigem Feuchtigkeitsgehalt,de,USDA,
,gluten,modifizierte Maisstärke; Wan-Tan-Streifen: Weizenmehl,de,USDA,
,milch,Peperoni,de,USDA,
,milch,Käsekultur und Enzyme,de,USDA,
,sesam,Bio-Sesam-Kakaobutter,de,USDA,
,milch,Pepper-Jack-Käse,de,USDA,
,milch,Butter,de,USDA,
,sulfite,Kokosnuss mit Natriummetabisulfit,de,USDA,
,nüsse,Bio-Cashewnüsse,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,milch,Buttermilch,de,USDA,
,nüsse,Haselnüsse/Haselnüsse,de,USDA,
,milch,bestehen aus Vollmilchschokolade {Zucker,de,USDA,
,sesam,Sesammehl,de,USDA,
,milch,Schokoladenstückchen,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,pasteurisiertes Schweizer Käseprodukt,de,USDA,
,milch,Margarine,de,USDA,
,soja,Margarine,de,USDA,
,gluten,Kekse,de,USDA,
,soja,Kekse,de,USDA,
,milch,Kekse,de,USDA,
,milch,Asiago-Käse,de,USDA,
,gluten,Angereicherte Nudeln,de,USDA,
,nüsse,Nüsse,de,USDA,
,milch,getrocknete Sahne,de,USDA,
,gluten,modifizierte Weizenstärke und Gelb 6,de,USDA,
,sulfite,rote und gelbe Paprika,de,USDA,
,soja,weniger als 1 % Sojalecithin,de,USDA,
,milch,Mindestens 32 % .,de,USDA,
,milch,fettarme kultivierte Buttermilch,de,USDA,
,milch,Bio-Molkenproteinkonzentrat,de,USDA,
,soja,Farbe,de,USDA,
,milch,Makkaroni und Käse,de,USDA,
,gluten,Makkaroni und Käse,de,USDA,
,soja,Makkaroni und Käse,de,USDA,
,sulfite,Kaliumsorbat und Natriummetabisulfit,de,USDA,
,nüsse,Pflanzenöl  und Meersalz,de,USDA,
,soja,Tofu,de,USDA,
,milch,Milchschokolade-Karamell-Schildkröten: Zucker,de,USDA,
,gluten,Gekeimtes Bio-Khorasan-Mehl,de,USDA,
,gluten,angereichertes Weizenmehl,de,USDA,
,soja,Feuergeröstetes Edamame,de,USDA,
,milch,Parmesan und Asiago-Käse,de,USDA,
,milch, fettarme Milch,de,USDA,
,milch,weniger als 2 % fettfreie Milch,de,USDA,
,gluten,Deckblatt: Weizenmehl,de,USDA,
,gluten,Bio-Vollkorn-Tortilla,de,USDA,
,milch,gereifter Cheddar-Käse,de,USDA,
,gluten,Vollkorn,de,USDA,
,erdnuss,Erdnussölsalz,de,USDA,
,soja,Bio-Sojamilch,de,USDA,
,milch,Milchmolke,de,USDA,
,sulfite,Schwefeldioxid und Natriumbisulfit,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,soja,Backfett aus Palm-, Soja- und/oder Rapsöl",de,USDA
,gluten,Butterknackige Cracker,de,USDA,
,milch,Butterknackige Cracker,de,USDA,
,soja,Butterknackige Cracker,de,USDA,
,gluten,Weizen-Englisch-Muffin: Wasser,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,milch,Pecorino Romano-Käse,de,USDA,
,milch,Milch und Vitamin D3,de,USDA,
,milch,Karamell,de,USDA,
,soja,Karamell,de,USDA,
,gluten,Gumbo-Mehlschwitze-Gewürz: Weizenmehl,de,USDA,
,gluten,Gewürzte Semmelbrösel,de,USDA,
,milch,Bio-Parmesankäse,de,USDA,
,nüsse,Cashewnüsse: Rapsöl,de,USDA,
,gluten,angereichertes Weizenmehl gebleicht,de,USDA,
,soja,Fleischbällchen,de,USDA,
,gluten,Fleischbällchen,de,USDA,
,milch,Red Velvet Cupcake,de,USDA,
,milch,Hershey's halbsüße Schokoladenstückchen,de,USDA,
,soja,Hershey's halbsüße Schokoladenstückchen,de,USDA,
,milch,Weiße Süßwarenbeschichtung,de,USDA,
,soja,Weiße Süßwarenbeschichtung,de,USDA,
,senf,Senföl,de,USDA,
,milch,Grana Padano-Käse,de,USDA,
,ei,Grana Padano-Käse,de,USDA,
,soja,weißes Miso,de,USDA,
,milch,weiße Schokolade,de,USDA,
,soja,weiße Schokolade,de,USDA,
,nüsse,almonds cashews,de,USDA,
,sesam,Kann Sesamsamen und/oder Mohnsamen enthalten,de,USDA,
,gluten,strukturiertes Weizenprotein,de,USDA,
,milch,organic butterfat,de,USDA,
,gluten,Gewürzte Semmelbrösel,de,USDA,
,gluten,angereichertes ungebleichtes Weizenmehl,de,USDA,
,milch,Wassermolke,de,USDA,
,erdnuss,Erdnussbuttertropfen: Zucker,de,USDA,
,nüsse,Bananenchips,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,gluten,ungebleichtes Mehl,de,USDA,
,gluten,Semmelbrösel,de,USDA,
,milch,gewürztes gekochtes Rindersteak und Bindemittelprodukt,de,USDA,
,sesam,gewürztes gekochtes Rindersteak und Bindemittelprodukt,de,USDA,
,nüsse,Kokosnuss,de,USDA,
,sulfite,Kokosnuss,de,USDA,
,gluten,Bio-Vollkorn-Makkaroni,de,USDA,
,gluten,angereichertes gebleichtes Weizenmehl,de,USDA,
,gluten,angereichertes gebleichtes Weizenmehl,de,USDA,
,erdnuss,Pflanzenöl,de,USDA,
,soja,Schokoladentropfen,de,USDA,
,soja,Sojalecithin und Vanille,de,USDA,
,sesam,100 % gemahlene, geröstete Sesamkörner und Liebe!",de,USDA
,milch,Gekochte Ravioli: Spinat- und Artischockenravioli,de,USDA,
,gluten,Gekochte Ravioli: Spinat- und Artischockenravioli,de,USDA,
,ei,Gekochte Ravioli: Spinat- und Artischockenravioli,de,USDA,
,soja,umgeestertes Sojaölfett,de,USDA,
,milch,Merlot-Bellavitano-Käse,de,USDA,
,milch,Gekochte angereicherte Nudeln,de,USDA,
,ei,Gekochte angereicherte Nudeln,de,USDA,
,gluten,Gekochte angereicherte Nudeln,de,USDA,
,soja,Mayonnaise,de,USDA,
,ei,Mayonnaise,de,USDA,
,senf,Mayonnaise,de,USDA,
,milch,Provolone-Käse,de,USDA,
,milch,kultivierte fettfreie Buttermilch,de,USDA,
,milch,Karamell-Dip,de,USDA,
,sulfite,Karamell-Dip,de,USDA,
,gluten,israelisches Couscous,de,USDA,
,ei,Angereicherte Nudeln,de,USDA,
,gluten,Angereicherte Nudeln,de,USDA,
,milch,kultivierte Milch mit niedrigem Fettgehalt,de,USDA,
,milch,weiße Beschichtung,de,USDA,
,soja,weiße Beschichtung,de,USDA,
,soja,gehärtetes Pflanzenöl,de,USDA,
,soja,halbsüße Schokoladenstückchen,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,milch,und Nisinpräparat ; Käse: Schweizer Käse,de,USDA,
,soja,Pflanzenöl,de,USDA,
,erdnuss,Erdnussbutter,de,USDA,
,soja,Käsekulturen,de,USDA,
,milch,Käsekulturen,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,gluten,angereichertes Weizenmehl,de,USDA,
,gluten,Croissant,de,USDA,
,milch,Croissant,de,USDA,
,soja,Margarine,de,USDA,
,soja,Halbsüße Schokoladenstückchen,de,USDA,
,milch,Halbsüße Schokoladenstückchen,de,USDA,
,gluten,Angereichertes Mehl, Sojalecithin ",de,USDA
,ei,Angereichertes Mehl, Sojalecithin ",de,USDA
,soja,Angereichertes Mehl, Sojalecithin ",de,USDA
,milch,Angereichertes Mehl, Sojalecithin ",de,USDA
,gluten,Bio-Semmelbrösel,de,USDA,
,gluten,hydrolysiertes Mais-Soja-Weizenglutenprotein,de,USDA,
,soja,hydrolysiertes Mais-Soja-Weizenglutenprotein,de,USDA,
,senf,Süße Zwiebelvinaigrette,de,USDA,
,erdnuss,Pflanzenöl,de,USDA,
,soja,Pflanzenöl,de,USDA,
,nüsse,Haselnüsse,de,USDA,
,gluten,angereichertes Orzo-Nudelprodukt,de,USDA,
,gluten,Grissini: angereichertes Mehl,de,USDA,
,sulfite,Wein,de,USDA,
,nüsse,Pekannüsse und Walnüsse,de,USDA,
,gluten,Tortilla,de,USDA,
,soja,Tortilla,de,USDA,
,milch,Tortilla,de,USDA,
,milch,natürliche Aromen,de,USDA,
,milch,Natriumcaseinat,de,USDA,
,milch,Sahne,de,USDA,
,soja,Mayonnaise,de,USDA,
,ei,Mayonnaise,de,USDA,
,senf,Mayonnaise,de,USDA,
,gluten,In Honig geröstete Sonnenblumenkerne,de,USDA,
,soja,In Honig geröstete Sonnenblumenkerne,de,USDA,
,milch,Käse,de,USDA,
,gluten,gekochte Ellbogenmakkaroni,de,USDA,
,milch,Pecorino Romano-Käse,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,milch,Molkenprotein,de,USDA,
,ei,rehydriertes Eiweiß,de,USDA,
,gluten,Sahne Weizenmehl,de,USDA,
,gluten,Oreo-Kekse,de,USDA,
,soja,Oreo-Kekse,de,USDA,
,gluten,Grieß 99%,de,USDA,
,milch,Karamell,de,USDA,
,milch,Margarine,de,USDA,
,gluten,Ramen-Nudeln,de,USDA,
,milch,Passierter Joghurt: pasteurisierte Magermilch,de,USDA,
,nüsse,Mandeln,de,USDA,
,milch,Cheddar-Käse: pasteurisierte Milch,de,USDA,
,fisch,Regenbogenforelle,de,USDA,
,gluten,Panko  Surimi {Wasser,de,USDA,
,gluten,gekochte, angereicherte Makkaroni ",de,USDA
,ei,gekochte, angereicherte Makkaroni ",de,USDA
,soja,Pflanzenöl,de,USDA,
,soja,Sojabohnen,de,USDA,
,nüsse,Mandeln,de,USDA,
,gluten,angereichertes Weizenmehl,de,USDA,
,senf,gekochtes, gewürztes Rinderbruststück ",de,USDA
,soja,Margarine,de,USDA,
,gluten,Brezeln,de,USDA,
,milch,Frischkäse,de,USDA,
,soja,Fudgeflocken,de,USDA,
,soja,dunkle Schokolade,de,USDA,
,milch,Passierter Joghurt: pasteurisierte Magermilch der Sorte,de,USDA,
,gluten,Emulgatoren: Mono- und Diglyceride von Speisefettsäuren; natürliche Hefe  1,de,USDA,
,soja,weniger als 2 % von: Rapsöl und/oder Sojaöl,de,USDA,
,milch,Schokolade,de,USDA,
,gluten,Kekse,de,USDA,
,soja,Kekse,de,USDA,
,milch,Kekse,de,USDA,
,gluten,modifizierte Weizenstärke,de,USDA,
,soja,Blaue Streusel,de,USDA,
,fisch,Schwertfischsteaks,de,USDA,
,gluten,Bier,de,USDA,
,milch,Bio-Milchschokolade,de,USDA,
,soja,Bio-Milchschokolade,de,USDA,
,soja,Glutenfreies Mehl,de,USDA,
,soja,glutenfreies Keksmehl,de,USDA,
,gluten,gebleichtes Weizenmehl,de,USDA,
,soja,Margarine,de,USDA,
,milch,Milchrahm, Rohrzucker, Schokoladenstückchen ",de
,soja,Milchrahm, Rohrzucker, Schokoladenstückchen ",de
,soja,weißes Hühnerfleisch,de,USDA,
,milch,weißes Hühnerfleisch,de,USDA,
,gluten,weißes Hühnerfleisch,de,USDA,
,gluten,Weizenmehl,de,USDA,
,soja,pflanzliches Backfett,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,nüsse,Walnüsse mit Konservierungsmittel,de,USDA,
,fisch,Sardinen,de,USDA,
,nüsse,geröstete Mandeln,de,USDA,
,milch,geröstete Mandeln,de,USDA,
,milch,Blauschimmelkäsevinaigrette,de,USDA,
,fisch,Räucherlachs,de,USDA,
,gluten,Angereichertes Mehl mit hohem Glutengehalt,de,USDA,
,milch,lebende aktive Joghurtkulturen,de,USDA,
,milch,Zartbittere Schokoladenstückchen,de,USDA,
,soja,Zartbittere Schokoladenstückchen,de,USDA,
,gluten,Apfelnuggets,de,USDA,
,soja,Apfelnuggets,de,USDA,
,gluten,angereichertes gebleichtes Weizenmehl,de,USDA,
,milch,Joghurt,de,USDA,
,senf,Bio-Senfsamen gemahlen,de,USDA,
,gluten,Angereichertes ungebleichtes Mehl,de,USDA,
,soja,dunkle Schokolade,de,USDA,
,ei,Eiweiß,de,USDA,
,milch,weiße Schokolade,de,USDA,
,sulfite,Wein,de,USDA,
,soja,Schokoladentropfen,de,USDA,
,milch,Vollmilchfeststoffe,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,milch,Sauerrahm,de,USDA,
,milch,Mit schokoladiger Minze gefüllte Kühe,de,USDA,
,soja,Mit schokoladiger Minze gefüllte Kühe,de,USDA,
,krebstiere,Muschelsaftkonzentrat,de,USDA,
,milch,Eiscreme,de,USDA,
,milch,Bio-Provolone-Käse,de,USDA,
,milch,Halbsüße Schokoladenstückchen,de,USDA,
,soja,Halbsüße Schokoladenstückchen,de,USDA,
,soja,gentechnikfreies Sojabohnenmehl,de,USDA,
,milch,Ravioli,de,USDA,
,ei,Ravioli,de,USDA,
,gluten,Ravioli,de,USDA,
,soja,veganer Käse,de,USDA,
,nüsse,Mandelemulsion {Wasser,de,USDA,
,milch,Lebende und aktive Kulturen,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,milch,Tasse Ricotta-Käse,de,USDA,
,soja,Vegenaise,de,USDA,
,senf,Vegenaise,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,Kekse,de,USDA,
,soja,Kekse,de,USDA,
,milch,Kekse,de,USDA,
,milch,Parmesankäse,de,USDA,
,soja,Bio-Schokoladenstückchen,de,USDA,
,milch,geringer Feuchtigkeitsgehalt, teilweise Magermozzarella-Käse ",de,USDA
,gluten,Brezelbrötchen: angereichertes Mehl,de,USDA,
,soja,Pflanzenöl,de,USDA,
,nüsse,geröstete Oregon-Haselnüsse,de,USDA,
,erdnuss,Erdnusskrokant,de,USDA,
,milch,Erdnusskrokant,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,fisch,Vom Bauernhof gezüchteter Atlantischer Lachs,de,USDA,
,milch,Monterey-Jack-Käse –,de,USDA,
,ei,Eier Wasser,de,USDA,
,soja,Bio-Hühnerbrühe-Konzentrat,de,USDA,
,sellerie,Bio-Hühnerbrühe-Konzentrat,de,USDA,
,milch,natürliche Aromen,de,USDA,
,soja,natürliche Aromen,de,USDA,
,milch,Sauerrahm- und Zwiebelgewürz,de,USDA,
,gluten,Sauerrahm- und Zwiebelgewürz,de,USDA,
,milch,Hackbraten vom Rind und Schwein,de,USDA,
,gluten,Hackbraten vom Rind und Schwein,de,USDA,
,ei,Hackbraten vom Rind und Schwein,de,USDA,
,gluten,Natamycin ; Croutons: angereichertes ungebleichtes Weizenmehl,de,USDA,
,milch,Briekäse,de,USDA,
,milch,Rosinen aus dunkler Schokolade,de,USDA,
,soja,Rosinen aus dunkler Schokolade,de,USDA,
,gluten,raffiniertes Mehl,de,USDA,
,milch,Mizithra-Käse,de,USDA,
,gluten,Hergestellt aus: angereichertem Weizenmehl,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,gluten,Bio-Weizenmehl,de,USDA,
,gluten,angereicherter Grieß,de,USDA,
,gluten,Rosmarin-Cracker,de,USDA,
,gluten,Rosmarin-Cracker,de,USDA,
,sesam,Rosmarin-Cracker,de,USDA,
,milch,Halbsüße Schokolade,de,USDA,
,soja,Halbsüße Schokolade,de,USDA,
,gluten,Farro-Weizen,de,USDA,
,milch,pasteurisierte, kultivierte, fettreduzierte Milch der Güteklasse A",de
,soja,gehärtetes Pflanzenöl,de,USDA,
,gluten,Bio-Vollkornweizen,de,USDA,
,krebstiere,Babygarnelen,de,USDA,
,milch,fettreduzierter Mozzarellakäse mit niedrigem Feuchtigkeitsgehalt,de,USDA,
,gluten,fettreduzierter Mozzarellakäse mit niedrigem Feuchtigkeitsgehalt,de,USDA,
,milch,fettfreie Trockenmilch-Haferfaser,de,USDA,
,gluten,hydrolysiertes Mais-, Soja- und Weizenprotein",de,USDA
,soja,hydrolysiertes Mais-, Soja- und Weizenprotein",de,USDA
,soja,Tofu,de,USDA,
,fisch,Barschfilets,de,USDA,
,sulfite,Kaliummetabisulfite,de,USDA,
,milch,kultivierte Buttermilch,de,USDA,
,erdnuss,Erdnüsse,de,USDA,
,milch,Vollmilch-Mozzarella-Käse,de,USDA,
,krebstiere,Scampi,de,USDA,
,milch,Provolone-Käse,de,USDA,
,sesam,weiße Sesamkörner,de,USDA,
,milch,Parmesan und Romano aus Kuhmilch,de,USDA,
,gluten,Mehl,de,USDA,
,gluten,2 % oder weniger: Weizenmehl,de,USDA,
,senf,Dijon-Senf,de,USDA,
,soja,Sojabohne,de,USDA,
,gluten,Glasierte Putenfilets,de,USDA,
,milch,leichte Creme,de,USDA,
,sulfite,mit Schwefeldioxid konserviert,de,USDA,
,senf,Gurkenrelish,de,USDA,
,ei,Eierfarbton,de,USDA,
,milch,Mozzarella-Käse,de,USDA,
,gluten,Mozzarella-Käse,de,USDA,
,soja,Palmöl und Sojaöl,de,USDA,
,krebstiere,Garnelen,de,USDA,
,soja,Sojalecithin und Karamellfarbe,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,ungebleichtes, angereichertes Weizenmehl",de,USDA
,sulfite,Natriumbisulfit,de,USDA,
,soja,vegane würzige Mayonnaise,de,USDA,
,senf,vegane würzige Mayonnaise,de,USDA,
,milch,Bio-kultivierte, nicht pasteurisierte Milch",de,USDA
,gluten,Vollkorn,de,USDA,
,soja,teilweise hydriertes Pflanzenfett,de,USDA,
,soja,Gekeimte ganze Bio-Sojabohnen,de,USDA,
,milch,Joghurt: pasteurisierte Vollmilch der Güteklasse A,de,USDA,
,gluten,ungebleichtes Mehl,de,USDA,
,milch,Amerikanischer Käse, Milchsäure, zugesetzter Farbstoff ",de
,milch,pasteurisierter Prozess-Cheddar-Käse: Cheddar-Käse,de,USDA,
,soja,Emulgator,de,USDA,
,soja,Sojalecithin,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,gluten,Panko-Semmelbrösel nach japanischer Art,de,USDA,
,milch,Weiße Häppchen,de,USDA,
,soja,Weiße Häppchen,de,USDA,
,milch,Teilweise Bio-Mozzarella-Käse,de,USDA,
,soja,raffiniertes Sojaöl,de,USDA,
,milch,Sahne,de,USDA,
,ei,Mayonnaise,de,USDA,
,soja,Mayonnaise,de,USDA,
,sulfite,Schwefel,de,USDA,
,gluten,kultivierte Weizenstärke,de,USDA,
,sellerie,gewürfelter Sellerie,de,USDA,
,milch,Kartoffelpüree,de,USDA,
,gluten,Kartoffelpüree,de,USDA,
,soja,Pflanzenöl  Zwiebel,de,USDA,
,gluten,paniert mit angereichertem gebleichtem Weizen und angereichertem Hartweizenmehl,de,USDA,
,sulfite,Sternfrüchte,de,USDA,
,sulfite,Weinfeststoffe,de,USDA,
,milch,Parmesankäse,de,USDA,
,gluten,Zaru-Soba-Nudeln,de,USDA,
,soja,pflanzliches Backfett,de,USDA,
,sellerie,Bio-Gemüsebrühe,de,USDA,
,soja,glutenfreies Tamari,de,USDA,
,milch,Blauschimmelkäse,de,USDA,
,senf,Dijon-Senf,de,USDA,
,ei,modifiziertes Eigelb,de,USDA,
,milch,Sauerrahm,de,USDA,
,gluten,angereichertes Weizenmalzmehl,de,USDA,
,milch,Creme Fraiche,de,USDA,
,ei,getrocknete Eier,de,USDA,
,soja,dunkle Schokolade,de,USDA,
,milch,Bio halb & halb,de,USDA,
,gluten,Croutons: angereichertes Weizenmehl,de,USDA,
,milch,Sauerrahm,de,USDA,
,ei,Sauerrahm,de,USDA,
,sulfite,weißer Kochwein,de,USDA,
